# gapseq version: 1.4.0
# Sequence DB md5sum: 954ab58 (2024-11-06, Bacteria)
# Genome format: nucl
rxn	name	ec	bihit	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	pathway	status	pathway.status	dbhit	complex	exception	complex.status
NADH-DEHYDROG-A-RXN	NADH-DEHYDROG-A-RXN	7.1.1.2/1.6.5.3		UniRef90_P26829	57.845	0.0	570	99	gnl|DSMZ|unitig_0|quiver_consensus	3027582	3025996	|PWY-6692|	good_blast	NA	rxn05747 rxn06108 rxn06111 rxn08971 rxn08972 rxn08973 rxn08974 rxn08975 rxn08976 rxn09523 rxn10122 rxn10123 rxn10124 rxn13726 rxn13727 rxn13729 rxn14356 rxn20247 rxn28005 rxn33889 rxn36772 rxn36773 rxn37604 rxn37688 rxn38177 rxn38898 rxn38901 	NA	0	1
RXN-15829	ubiquinol--cytochrome-c reductase	7.1.1.8/1.10.2.2	NA									|PWY-6692|	no_blast	NA	rxn06106 rxn10044 rxn12750 rxn13689 rxn16999 rxn27461 rxn37579 rxn37580 rxn37650 	Subunit OS	0	1
RXN-15829	ubiquinol--cytochrome-c reductase	7.1.1.8/1.10.2.2		UniRef90_P9WP37	50.412	5.25e-123	395	87	gnl|DSMZ|unitig_0|quiver_consensus	1337382	1335928	|PWY-6692|	good_blast	NA	rxn06106 rxn10044 rxn12750 rxn13689 rxn16999 rxn27461 rxn37579 rxn37580 rxn37650 	Subunit undefined	0	1
RXN-15832	cytochrome CycA1		NA									|PWY-6692|	no_blast	NA	 	NA	0	NA
CYTOCHROME-C-OXIDASE-RXN	cytochrome c oxidase	7.1.1.9		UniRef90_P16262	50.285	1.18e-143	458	85	gnl|DSMZ|unitig_0|quiver_consensus	1330553	1332121	|PWY-6692|	good_blast	NA	rxn00058 	Subunit 1	0	1
CYTOCHROME-C-OXIDASE-RXN	cytochrome c oxidase	7.1.1.9		UniRef90_P08305	45.255	2.37e-130	417	98	gnl|DSMZ|unitig_0|quiver_consensus	1330544	1332112	|PWY-6692|	good_blast	NA	rxn00058 	Subunit 1	0	1
CYTOCHROME-C-OXIDASE-RXN	cytochrome c oxidase	7.1.1.9		UniRef90_O54069	44.574	3.03e-126	404	96	gnl|DSMZ|unitig_0|quiver_consensus	1330550	1332079	|PWY-6692|	good_blast	NA	rxn00058 	Subunit 1	0	1
CYTOCHROME-C-OXIDASE-RXN	cytochrome c oxidase	7.1.1.9		UniRef90_Q82AL0	46.545	2.30e-73	243	85	gnl|DSMZ|unitig_0|quiver_consensus	1329714	1330451	|PWY-6692|	good_blast	NA	rxn00058 	Subunit 2	0	1
CYTOCHROME-C-OXIDASE-RXN	cytochrome c oxidase	7.1.1.9		UniRef90_Q9X809	55.656	2.03e-68	223	98	gnl|DSMZ|unitig_0|quiver_consensus	1340156	1339500	|PWY-6692|	good_blast	NA	rxn00058 	Subunit 3	0	1
CYTOCHROME-C-OXIDASE-RXN	cytochrome c oxidase	7.1.1.9	NA	UniRef90_Q9X812	44.275	3.29e-26	99.4	98	gnl|DSMZ|unitig_0|quiver_consensus	1332265	1332657	|PWY-6692|	bad_blast	NA	rxn00058 	Subunit 4	0	1
CYTOCHROME-C-OXIDASE-RXN	cytochrome c oxidase	7.1.1.9	NA									|PWY-6692|	no_blast	NA	rxn00058 	Subunit undefined	0	1
RXN-12078	D-galactose reductase	1.1.1.21/1.1.1.139		UniRef50_A0A650LQD1	40.234	7.34e-62	208	88	gnl|DSMZ|unitig_0|quiver_consensus	3145546	3146310	|PWY-6693|	good_blast	NA	rxn00763 rxn00765 rxn00809 rxn00811 rxn01043 rxn01290 rxn01291 rxn01310 rxn01831 rxn01835 rxn01879 rxn06252 rxn06253 rxn11551 rxn11552 rxn15122 rxn15123 rxn15126 rxn15127 rxn15189 rxn15190 rxn15238 rxn15239 rxn15240 rxn15241 rxn15341 rxn15345 rxn15346 rxn19120 rxn22376 rxn25135 rxn37662 rxn37663 rxn37664 rxn37665 rxn37666 	NA	0	1
RXN-12078	D-galactose reductase	1.1.1.21/1.1.1.139		UniRef50_A0A174U308	40.217	2.28e-59	201	91	gnl|DSMZ|unitig_0|quiver_consensus	3145525	3146352	|PWY-6693|	good_blast	NA	rxn00763 rxn00765 rxn00809 rxn00811 rxn01043 rxn01290 rxn01291 rxn01310 rxn01831 rxn01835 rxn01879 rxn06252 rxn06253 rxn11551 rxn11552 rxn15122 rxn15123 rxn15126 rxn15127 rxn15189 rxn15190 rxn15238 rxn15239 rxn15240 rxn15241 rxn15341 rxn15345 rxn15346 rxn19120 rxn22376 rxn25135 rxn37662 rxn37663 rxn37664 rxn37665 rxn37666 	NA	0	1
RXN-12079	D-galactitol dehydrogenase		NA									|PWY-6693|	no_seq_data	NA	 	NA	0	NA
RXN-12080	L-xylo-3-hexulose reductase		NA									|PWY-6693|	no_seq_data	NA	 	NA	0	NA
RXN-12077	oxalate oxidoreductase	1.2.7.10	NA									|PWY-6694|	no_blast	NA	rxn16328 rxn22375 	Subunit 1	0	NA
RXN-12077	oxalate oxidoreductase	1.2.7.10	NA									|PWY-6694|	no_blast	NA	rxn16328 rxn22375 	Subunit 2	0	NA
RXN-12077	oxalate oxidoreductase	1.2.7.10	NA									|PWY-6694|	no_blast	NA	rxn16328 rxn22375 	Subunit 4	0	NA
RXN-12077	oxalate oxidoreductase	1.2.7.10	NA									|PWY-6694|	no_blast	NA	rxn16328 rxn22375 	NA	0	NA
RXN0-1382	formyl-CoA transferase	2.8.3.16	NA	UniRef90_O87838	32.564	2.17e-52	186	93	gnl|DSMZ|unitig_0|quiver_consensus	2607789	2606692	|PWY-6695|	bad_blast	NA	rxn05044 	NA	0	NA
OXALYL-COA-DECARBOXYLASE-RXN	oxalyl-CoA decarboxylase	4.1.1.8	NA	sp|P0AFI0|OXC_ECOLI	28.253	1.26e-39	152	96	gnl|DSMZ|unitig_0|quiver_consensus	2746224	2747783	|PWY-6695|	bad_blast	NA	rxn01395 	NA	0	NA
OXALATE-COA-TRANSFERASE-RXN	oxalate CoA-transferase	2.8.3.2		UniRef90_A9X6P9	40.563	2.08e-76	254	89	gnl|DSMZ|unitig_0|quiver_consensus	2607780	2606722	|PWY-6695|	good_blast	NA	rxn01136 	NA	0	1
OXALATE-COA-TRANSFERASE-RXN	oxalate CoA-transferase	2.8.3.2		UniRef90_A9X6P9	40.563	2.08e-76	254	89	gnl|DSMZ|unitig_0|quiver_consensus	2607780	2606722	|PWY-6696|	good_blast	NA	rxn01136 	NA	0	1
1.2.1.2-RXN	NAD-dependent formate dehydrogenase	1.17.1.9		UniRef90_Q934F5	37.140	0.0	654	95	gnl|DSMZ|unitig_0|quiver_consensus	3050904	3053957	|PWY-6696|	good_blast	NA	 	Subunit 1	0	1
1.2.1.2-RXN	NAD-dependent formate dehydrogenase	1.17.1.9	NA									|PWY-6696|	no_blast	NA	 	Subunit 2	0	1
1.2.1.2-RXN	NAD-dependent formate dehydrogenase	1.17.1.9		UniRef90_P32176	37.027	0.0	627	95	gnl|DSMZ|unitig_0|quiver_consensus	3050853	3053939	|PWY-6696|	good_blast	NA	 	Subunit undefined	0	1
FORMYL-COA-HYDROLASE-RXN	FORMYL-COA-HYDROLASE-RXN	3.1.2.10	NA									|PWY-6696|	no_seq_data	NA	rxn00372 	NA	0	NA
OXALYL-COA-DECARBOXYLASE-RXN	oxalyl-CoA decarboxylase	4.1.1.8	NA	sp|P0AFI0|OXC_ECOLI	28.253	1.26e-39	152	96	gnl|DSMZ|unitig_0|quiver_consensus	2746224	2747783	|PWY-6696|	bad_blast	NA	rxn01395 	NA	0	NA
GLYOXYLATE-DEHYDROGENASE-ACYLATING-RXN	glyoxylate dehydrogenase	1.2.1.17	NA	UniRef50_Q9AAL5	34.014	6.50e-46	169	91	gnl|DSMZ|unitig_0|quiver_consensus	1021471	1022757	|PWY-6696|	bad_blast	NA	rxn00326 	NA	0	NA
OXALATE-OXIDASE-RXN	oxalate oxidase	1.2.3.4		UniRef50_Q9GPE9	56.965	1.57e-149	471	91	gnl|DSMZ|unitig_0|quiver_consensus	838401	839828	|PWY-6697|	good_blast	full	rxn00204 	Subunit 2	0	1
OXALATE-OXIDASE-RXN	oxalate oxidase	1.2.3.4		UniRef50_A0A3N0E1Z9	62.560	0.0	941	97	gnl|DSMZ|unitig_0|quiver_consensus	2181574	2184072	|PWY-6697|	good_blast	full	rxn00204 	Subunit undefined	0	1
OXALATE-DECARBOXYLASE-RXN	oxalate decarboxylase	4.1.1.2	NA									|PWY-6698|	no_blast	NA	rxn00373 	NA	0	NA
OXALOACETASE-RXN	oxaloacetate acetylhydrolase	3.7.1.1	NA									|PWY-6699|	no_seq_data	NA	rxn00244 	NA	0	NA
GDPMANDEHYDRA-RXN	GDP-mannose 4,6-dehydratase	4.2.1.47	NA	sp|Q06952|GM4D_VIBCH	27.273	1.01e-15	75.9	98	gnl|DSMZ|unitig_0|quiver_consensus	798077	798808	|PWY-66|	bad_blast	NA	rxn00642 	NA	0	NA
FCLEPIM-RXN	GDP-4-keto-6-deoxymannose-3,5-epimerase-4-reductase	1.1.1.271	NA	sp|P32055|FCL_ECOLI	24.316	1.84e-12	65.1	99	gnl|DSMZ|unitig_0|quiver_consensus	2371988	2371059	|PWY-66|	bad_blast	NA	rxn03962 rxn04865 rxn04866 rxn16880 rxn32399 	NA	0	NA
FCLREDUCT-RXN	GDP-4-keto-6-deoxymannose-3,5-epimerase-4-reductase	1.1.1.271	NA	sp|P32055|FCL_ECOLI	24.316	1.84e-12	65.1	99	gnl|DSMZ|unitig_0|quiver_consensus	2371988	2371059	|PWY-66|	bad_blast	NA	rxn03962 rxn04865 rxn04866 rxn16880 rxn32399 	NA	0	NA
RXN0-4022	7-cyano-7-deazaguanine reductase	1.7.1.13	NA	UniRef90_B3EMR0	25.688	0.076	28.9	90	gnl|DSMZ|unitig_0|quiver_consensus	1858721	1858479	|PWY-6700|	bad_blast	NA	rxn07436 	NA	0	NA
RXN0-1321	tRNA-guanine transglycosylase	2.4.2.29	NA									|PWY-6700|	no_blast	NA	rxn06485 rxn20660 rxn25987 	NA	0	NA
RXN0-1342	tRNA preQ134 S-adenosylmethionine ribosyltransferase-isomerase	2.4.99.17	NA									|PWY-6700|	no_blast	NA	 	NA	0	NA
RXN-12104	epoxyqueuosine reductase	1.17.99.6	NA									|PWY-6700|	no_blast	NA	 	NA	0	NA
GTP-CYCLOHYDRO-I-RXN	GTP cyclohydrolase	3.5.4.16		UniRef90_O69531	73.224	6.82e-87	276	89	gnl|DSMZ|unitig_0|quiver_consensus	2641159	2640614	|PWY-6703|	good_blast	NA	rxn00299 rxn00302 rxn03174 rxn03419 rxn03421 rxn33969 	NA	0	1
GTP-CYCLOHYDRO-I-RXN	GTP cyclohydrolase	3.5.4.16		UniRef90_C3PJE8	69.681	3.23e-85	271	96	gnl|DSMZ|unitig_0|quiver_consensus	2641174	2640614	|PWY-6703|	good_blast	NA	rxn00299 rxn00302 rxn03174 rxn03419 rxn03421 rxn33969 	NA	0	1
GTP-CYCLOHYDRO-I-RXN	GTP cyclohydrolase	3.5.4.16		UniRef90_Q81FQ8	61.497	4.31e-74	239	98	gnl|DSMZ|unitig_0|quiver_consensus	2641171	2640614	|PWY-6703|	good_blast	NA	rxn00299 rxn00302 rxn03174 rxn03419 rxn03421 rxn33969 	NA	0	1
GTP-CYCLOHYDRO-I-RXN	GTP cyclohydrolase	3.5.4.16		UniRef90_C0ZCC7	60.963	1.87e-74	239	99	gnl|DSMZ|unitig_0|quiver_consensus	2641171	2640614	|PWY-6703|	good_blast	NA	rxn00299 rxn00302 rxn03174 rxn03419 rxn03421 rxn33969 	NA	0	1
GTP-CYCLOHYDRO-I-RXN	GTP cyclohydrolase	3.5.4.16		UniRef90_P19465	63.587	8.40e-74	238	96	gnl|DSMZ|unitig_0|quiver_consensus	2641171	2640623	|PWY-6703|	good_blast	NA	rxn00299 rxn00302 rxn03174 rxn03419 rxn03421 rxn33969 	NA	0	1
GTP-CYCLOHYDRO-I-RXN	GTP cyclohydrolase	3.5.4.16		UniRef90_A8FEL2	60.847	9.52e-74	238	99	gnl|DSMZ|unitig_0|quiver_consensus	2641171	2640608	|PWY-6703|	good_blast	NA	rxn00299 rxn00302 rxn03174 rxn03419 rxn03421 rxn33969 	NA	0	1
GTP-CYCLOHYDRO-I-RXN	GTP cyclohydrolase	3.5.4.16		UniRef90_Q18BW7	60.847	1.58e-73	237	99	gnl|DSMZ|unitig_0|quiver_consensus	2641171	2640611	|PWY-6703|	good_blast	NA	rxn00299 rxn00302 rxn03174 rxn03419 rxn03421 rxn33969 	NA	0	1
GTP-CYCLOHYDRO-I-RXN	GTP cyclohydrolase	3.5.4.16		UniRef90_Q8G3S1	64.045	5.52e-73	236	89	gnl|DSMZ|unitig_0|quiver_consensus	2641147	2640614	|PWY-6703|	good_blast	NA	rxn00299 rxn00302 rxn03174 rxn03419 rxn03421 rxn33969 	NA	0	1
GTP-CYCLOHYDRO-I-RXN	GTP cyclohydrolase	3.5.4.16		UniRef90_P0C0C2	53.723	2.93e-67	219	96	gnl|DSMZ|unitig_0|quiver_consensus	2641171	2640611	|PWY-6703|	good_blast	NA	rxn00299 rxn00302 rxn03174 rxn03419 rxn03421 rxn33969 	NA	0	1
GTP-CYCLOHYDRO-I-RXN	GTP cyclohydrolase	3.5.4.16		UniRef90_A8AZD8	54.098	5.66e-63	207	97	gnl|DSMZ|unitig_0|quiver_consensus	2641159	2640614	|PWY-6703|	good_blast	NA	rxn00299 rxn00302 rxn03174 rxn03419 rxn03421 rxn33969 	NA	0	1
GTP-CYCLOHYDRO-I-RXN	GTP cyclohydrolase	3.5.4.16		UniRef90_B0S1R1	51.087	5.77e-61	201	99	gnl|DSMZ|unitig_0|quiver_consensus	2641162	2640614	|PWY-6703|	good_blast	NA	rxn00299 rxn00302 rxn03174 rxn03419 rxn03421 rxn33969 	NA	0	1
RXN0-5507	6-carboxy-5,6,7,8-tetrahydropterin synthase	4.1.2.50	NA									|PWY-6703|	no_blast	NA	rxn16806 	NA	0	NA
RXN0-6575	7-carboxy-7-deazaguanine synthase	4.3.99.3	NA	UniRef90_Q81G67	24.651	1.7	26.6	76	gnl|DSMZ|unitig_0|quiver_consensus	2657394	2658017	|PWY-6703|	bad_blast	NA	 	NA	0	NA
RXN-12093	7-cyano-7-deazaguanine synthase	6.3.4.20	NA	UniRef90_Q2N612	26.238	0.006	34.7	79	gnl|DSMZ|unitig_0|quiver_consensus	2453835	2453293	|PWY-6703|	bad_blast	NA	rxn16824 	NA	0	NA
RXN-12108	RXN-12108		NA									|PWY-6704|	no_seq_data	NA	 	NA	0	NA
RXN-12109	RXN-12109		NA									|PWY-6704|	no_seq_data	NA	 	NA	0	NA
RXN-12110	RXN-12110		NA									|PWY-6704|	no_seq_data	NA	 	NA	0	NA
RXN-12107	L-idonate 5-dehydrogenase	1.1.1.366	NA	UniRef90_P39346	24.451	3.34e-16	77.0	95	gnl|DSMZ|unitig_0|quiver_consensus	289973	290917	|PWY-6704|	bad_blast	NA	 	NA	0	NA
RXN0-7021	L-idonate 2-dehydrogenase		NA	sp|P37666|GHRB_ECOLI	31.136	2.08e-25	103	85	gnl|DSMZ|unitig_0|quiver_consensus	2471520	2472308	|PWY-6704|	bad_blast	NA	 	NA	0	NA
RXN-12132	RXN-12132		NA									|PWY-6707|	spontaneous	NA	 	NA	0	NA
RXN-12131	3-dehydroshikimate dehydrogenase		NA									|PWY-6707|	no_seq_data	NA	 	NA	0	NA
3-DEHYDROQUINATE-DEHYDRATASE-RXN	3-dehydroquinate dehydratase	4.2.1.10	NA	UniRef90_Q1GJU6	56.429	2.70e-51	171	96	gnl|DSMZ|unitig_0|quiver_consensus	2777846	2777427	|PWY-6707|	bad_blast	NA	rxn02213 	NA	0	NA
OCTAPRENYL-METHYL-METHOXY-BENZOQ-OH-RXN	5-demethoxyubiquinol-8 5-hydroxylase	1.14.99.60	NA									|PWY-6708|	no_blast	NA	 	NA	0	NA
DHHB-METHYLTRANSFER-RXN	3-demethylubiquinone-8 3-O-methyltransferase	2.1.1.64	NA	UniRef90_A4SM99	27.869	4.69e-10	56.2	77	gnl|DSMZ|unitig_0|quiver_consensus	1722422	1721931	|PWY-6708|	bad_blast	NA	rxn05003 rxn06942 rxn08353 rxn11946 rxn15785 rxn17428 rxn22118 rxn22119 rxn22120 rxn26731 rxn30573 	NA	0	NA
2-OCTAPRENYL-METHOXY-BENZOQ-METH-RXN	2-octaprenyl-6-methoxy-1,4-benzoquinol methylase	2.1.1.201	NA	UniRef90_C1DHS2	45.415	2.10e-58	197	90	gnl|DSMZ|unitig_0|quiver_consensus	439787	440443	|PWY-6708|	bad_blast	NA	rxn03391 rxn03397 rxn09039 rxn15783 rxn16585 rxn22107 rxn22108 rxn22109 rxn22110 rxn22111 	NA	0	NA
2-OCTAPRENYL-6-METHOXYPHENOL-HYDROX-RXN	2-octaprenyl-6-methoxyphenol 4-hydroxylase		NA									|PWY-6708|	no_blast	NA	 	NA	0	NA
2-OCTAPRENYL-6-OHPHENOL-METHY-RXN	2-octaprenyl-6-hydroxyphenyl methylase	2.1.1.222	NA	UniRef90_A4SM99	27.869	4.69e-10	56.2	77	gnl|DSMZ|unitig_0|quiver_consensus	1722422	1721931	|PWY-6708|	bad_blast	NA	rxn03395 rxn14029 rxn22480 rxn22481 rxn22482 rxn22483 	NA	0	NA
2-OCTAPRENYLPHENOL-HYDROX-RXN	2-octaprenylphenol 6-hydroxylase	1.14.13.240	NA									|PWY-6708|	no_blast	NA	 	NA	0	NA
3-OCTAPRENYL-4-OHBENZOATE-DECARBOX-RXN	3-octaprenyl-4-hydroxybenzoate decarboxylase	4.1.1.98	NA									|PWY-6708|	no_blast	NA	 	NA	0	NA
4OHBENZOATE-OCTAPRENYLTRANSFER-RXN	4-hydroxybenzoate octaprenyltransferase	2.5.1.39	NA	UniRef90_Q3K4G3	29.323	9.03e-13	65.5	85	gnl|DSMZ|unitig_0|quiver_consensus	1672405	1671632	|PWY-6708|	bad_blast	NA	rxn03894 rxn05034 rxn06833 rxn09574 rxn11643 rxn18965 rxn21732 rxn21733 rxn21734 	NA	0	NA
RXN-12135	RXN-12135		NA									|PWY-6710|	no_seq_data	NA	 	NA	0	NA
RXN-12134	epoxide hydrolase	3.3.2.10	NA	UniRef90_O53388	26.633	8.19e-12	60.8	93	gnl|DSMZ|unitig_0|quiver_consensus	3025056	3024481	|PWY-6710|	bad_blast	NA	rxn04074 rxn04911 rxn04912 rxn04913 rxn04914 rxn06254 rxn18021 	NA	0	NA
RXN-12136	vernolate expoxidase		NA									|PWY-6710|	no_seq_data	NA	 	NA	0	NA
RXN-9703	linoleate 12-epoxygenase		NA									|PWY-6710|	no_seq_data	NA	 	NA	0	NA
RXN-12142	epoxide hydrolase	3.3.2.10	NA	UniRef90_O53388	26.633	8.19e-12	60.8	93	gnl|DSMZ|unitig_0|quiver_consensus	3025056	3024481	|PWY-6710|	bad_blast	NA	rxn04074 rxn04911 rxn04912 rxn04913 rxn04914 rxn06254 rxn18021 	NA	0	NA
RXN-12141	epoxide hydrolase	3.3.2.10	NA	UniRef90_O53388	26.633	8.19e-12	60.8	93	gnl|DSMZ|unitig_0|quiver_consensus	3025056	3024481	|PWY-6710|	bad_blast	NA	rxn04074 rxn04911 rxn04912 rxn04913 rxn04914 rxn06254 rxn18021 	NA	0	NA
RXN-12140	epoxide hydrolase	3.3.2.10	NA	UniRef90_O53388	26.633	8.19e-12	60.8	93	gnl|DSMZ|unitig_0|quiver_consensus	3025056	3024481	|PWY-6710|	bad_blast	NA	rxn04074 rxn04911 rxn04912 rxn04913 rxn04914 rxn06254 rxn18021 	NA	0	NA
RXN-12139	linolenate epoxidase		NA									|PWY-6710|	no_seq_data	NA	 	NA	0	NA
RXN-12138	linolenate epoxidase		NA									|PWY-6710|	no_seq_data	NA	 	NA	0	NA
RXN-12137	linolenate epoxidase		NA									|PWY-6710|	no_seq_data	NA	 	NA	0	NA
RXN-12143	oleate epoxidase		NA									|PWY-6710|	no_seq_data	NA	 	NA	0	NA
RXN-12144	7-cyano-7-deazaguanine tRNA-ribosyltransferase	2.4.2.48	NA									|PWY-6711|	no_blast	NA	 	NA	0	NA
RXN-12145	archaeosine synthase	2.6.1.97	NA									|PWY-6711|	no_seq_data	NA	 	NA	0	NA
L-RHAMNONO-14-LACTONASE-RXN	L-rhamnono-gamma-lactonase	3.1.1.65	NA									|PWY-6713|	no_blast	NA	rxn02675 rxn90010 	NA	0	NA
L-RHAMNONATE-DEHYDRATASE-RXN	L-rhamnoate dehydratase	4.2.1.90	NA									|PWY-6713|	no_blast	NA	rxn02676 	NA	0	NA
RXN0-5433	2-keto-3-deoxy-L-rhamnoate aldolase	4.1.2.53	NA									|PWY-6713|	no_blast	NA	 	NA	0	NA
L-RHAMNOSE-1-DEHYDROGENASE-RXN	NAD+-dependent L-rhamnofuranose 1-dehydrogenase	1.1.1.173	NA	UniRef90_A0A1I2KAU0	33.468	4.87e-32	121	98	gnl|DSMZ|unitig_0|quiver_consensus	3185520	3186251	|PWY-6713|	bad_blast	NA	rxn02770 rxn14044 	NA	0	NA
RXN-12149	L-rhamnose pyranase		NA									|PWY-6713|	spontaneous	NA	 	NA	0	NA
RXN-12158	(NADP)+ L-rhamnofuranose 1-dehydrogenase	1.1.1.378	NA	UniRef50_A0A7W9C913	36.800	1.03e-34	129	99	gnl|DSMZ|unitig_0|quiver_consensus	1965454	1964732	|PWY-6713|	bad_blast	NA	 	NA	0	NA
RXN-12165	NADP+L-lactaldehyde dehydrogenase		NA									|PWY-6713|	no_seq_data	NA	 	NA	0	NA
LACTALDDEHYDROG-RXN	NAD+ L-lactaldehyde dehydrogenase	1.2.1.22		UniRef90_P25553	35.745	2.78e-77	260	99	gnl|DSMZ|unitig_0|quiver_consensus	1021417	1022814	|PWY-6713|	good_blast	NA	rxn00149 rxn01053 rxn32268 	NA	0	1
LACTALDDEHYDROG-RXN	NAD+ L-lactaldehyde dehydrogenase	1.2.1.22		UniRef90_P25553	34.711	8.86e-75	253	99	gnl|DSMZ|unitig_0|quiver_consensus	1567970	1566522	|PWY-6713|	good_blast	NA	rxn00149 rxn01053 rxn32268 	NA	0	1
LACTALDDEHYDROG-RXN	NAD+ L-lactaldehyde dehydrogenase	1.2.1.22		UniRef90_P25553	34.053	8.34e-72	244	99	gnl|DSMZ|unitig_0|quiver_consensus	3071725	3070478	|PWY-6713|	good_blast	NA	rxn00149 rxn01053 rxn32268 	NA	0	1
LACTALDDEHYDROG-RXN	NAD+ L-lactaldehyde dehydrogenase	1.2.1.22		UniRef90_P25553	32.099	1.72e-71	244	99	gnl|DSMZ|unitig_0|quiver_consensus	2879830	2881269	|PWY-6713|	good_blast	NA	rxn00149 rxn01053 rxn32268 	NA	0	1
LACTALDDEHYDROG-RXN	NAD+ L-lactaldehyde dehydrogenase	1.2.1.22		UniRef90_P25553	35.282	4.32e-68	234	99	gnl|DSMZ|unitig_0|quiver_consensus	1032983	1034398	|PWY-6713|	good_blast	NA	rxn00149 rxn01053 rxn32268 	NA	0	1
L-RHAMNONO-14-LACTONASE-RXN	L-rhamnono-gamma-lactonase	3.1.1.65	NA									|PWY-6714|	no_blast	NA	rxn02675 rxn90010 	NA	0	NA
L-RHAMNONATE-DEHYDRATASE-RXN	L-rhamnonate dehydratase	4.2.1.90	NA									|PWY-6714|	no_blast	NA	rxn02676 	NA	0	NA
RXN-12095	2-keto-3-deoxy-L-rhamnonate 4-dehydrogenase	1.1.1.401	NA	UniRef90_P0DOW0	31.295	3.80e-32	124	99	gnl|DSMZ|unitig_0|quiver_consensus	1554270	1553443	|PWY-6714|	bad_blast	NA	 	NA	0	NA
RXN-12096	2,4-didehydro-3-deoxy-L-fuconate hydrolase	3.7.1.26	NA	tr|Q1NEI7|Q1NEI7_SPHSS	36.667	7.70e-46	162	94	gnl|DSMZ|unitig_0|quiver_consensus	947102	947848	|PWY-6714|	bad_blast	NA	 	NA	0	NA
L-RHAMNOSE-1-DEHYDROGENASE-RXN	(NAD+) L-rhamnofuranose 1-dehydrogenase	1.1.1.173	NA	UniRef90_A0A1I2KAU0	33.468	4.87e-32	121	98	gnl|DSMZ|unitig_0|quiver_consensus	3185520	3186251	|PWY-6714|	bad_blast	NA	rxn02770 rxn14044 	NA	0	NA
RXN-12149	L-rhamnose pyranase		NA									|PWY-6714|	spontaneous	NA	 	NA	0	NA
RXN-12158	(NADP+) L-rhamnofuranose 1-dehydrogenase	1.1.1.378	NA	UniRef50_A0A7W9C913	36.800	1.03e-34	129	99	gnl|DSMZ|unitig_0|quiver_consensus	1965454	1964732	|PWY-6714|	bad_blast	NA	 	NA	0	NA
3.2.1.8-RXN	endo-1,4-beta-xylanase	//3.2.1.8/	NA									|PWY-6717|	no_blast	NA	rxn17994 rxn90113 	NA	0	NA
3.2.1.37-RXN	xylan 1,4-beta-xylosidase	3.2.1.37		UniRef90_E4Q361	38.877	7.22e-101	328	99	gnl|DSMZ|unitig_0|quiver_consensus	1461178	1459820	|PWY-6717|	good_blast	NA	rxn06000 rxn09995 rxn15193 rxn15194 rxn15600 rxn15601 rxn17960 rxn90114 	NA	0	1
RXN-12148	sulfoacetaldehyde reductase	1.1.1.313	NA	UniRef90_Q1QU27	38.889	5.74e-32	120	78	gnl|DSMZ|unitig_0|quiver_consensus	386163	385588	|PWY-6718|	bad_blast	NA	rxn06187 	NA	0	NA
RXN-12154	toyocamycin phosphate phosphatase		NA									|PWY-6720|	no_blast	NA	 	NA	0	NA
RXN-12153	succinylo-toyocamycin phosphate lyase		NA									|PWY-6720|	no_blast	NA	 	NA	0	NA
RXN-12152	succinylo-toyocamycin phosphate synthase		NA	tr|B6CWJ0|B6CWJ0_STRRM	29.314	3.17e-30	119	94	gnl|DSMZ|unitig_0|quiver_consensus	200482	201744	|PWY-6720|	bad_blast	NA	 	NA	0	NA
RXN-12151	5-phospho-alpha-D-ribose-1-preQ0 reductase		NA									|PWY-6720|	no_blast	NA	 	NA	0	NA
RXN-12150	preQ0 phosphoribosyltransferase		NA									|PWY-6720|	no_blast	NA	 	NA	0	NA
RXN-12159	toyocamycin nitrile hydratase		NA	tr|B6CWJ5|B6CWJ5_STRRM	25.926	0.87	25.0	78	gnl|DSMZ|unitig_0|quiver_consensus	1537763	1538005	|PWY-6721|	bad_blast	NA	 	NA	0	NA
RXN-12161	4-aminobenzoate--CoA ligase		NA									|PWY-6722|	no_blast	NA	 	NA	0	NA
RXN-12162	18-carboxy candicinolide monooxygenase		NA									|PWY-6722|	no_blast	NA	 	NA	0	NA
RXN-15954	candicidin polyketide synthase		NA	UniRef50_A0A1C5FEF4	23.881	6.33e-12	64.7	85	gnl|DSMZ|unitig_0|quiver_consensus	1897956	1899101	|PWY-6722|	bad_blast	NA	 	NA	0	NA
RXN-15971	mycosamine glycosyltransferase		NA									|PWY-6722|	no_blast	NA	 	NA	0	NA
RXN-15975	candicinolide 18-monooxygenase		NA	tr|Q6W5Q7|Q6W5Q7_9ACTN	34.169	1.12e-34	133	75	gnl|DSMZ|unitig_0|quiver_consensus	3226995	3226057	|PWY-6722|	bad_blast	NA	 	NA	0	NA
RXN0-5055	RXN0-5055	2.1.3.15	NA	tr|A9WBQ8|A9WBQ8_CHLAA	34.404	8.62e-32	121	77	gnl|DSMZ|unitig_0|quiver_consensus	1151272	1150643	|PWY-6722|	bad_blast	NA	rxn05321 rxn06673 	Subunit 1	0	1
RXN0-5055	RXN0-5055	2.1.3.15	NA	UniRef90_Q7VC83	38.117	4.81e-37	137	76	gnl|DSMZ|unitig_0|quiver_consensus	1152034	1151381	|PWY-6722|	bad_blast	NA	rxn05321 rxn06673 	Subunit 2	0	1
